Test_Date,Maturity,Base Yield,Mean Reversion,Level Up,Level Down,Twist Up-to-Down,Twist Down-to-Up
2018-04-06,41.0,0.008555106283049117,0.012105414038256058,0.018391595075051462,-0.001281382508953226,0.006999373492362271,0.010110839073735962
2018-04-06,42.0,0.008625921564905279,0.012185321471573852,0.018479421760645116,-0.0012275786308345582,0.007041169931245065,0.010210673198565492
2018-04-06,43.0,0.008693450330475975,0.01226151960891051,0.018563170364682885,-0.0011762697037309353,0.007081026104156292,0.010305874556795658
2018-04-06,44.0,0.008757914962523226,0.012334259630777852,0.0186431173145008,-0.0011272873894543484,0.007119073417522031,0.010396756507524422
2018-04-06,45.0,0.008819518473715355,0.01240377079492633,0.01871951484740785,-0.0010804778999771378,0.007155431804472147,0.010483605142958563
2018-04-06,46.0,0.008878446519719384,0.012470262725092584,0.018792593551014466,-0.0010357005115757007,0.007190210923658647,0.01056668211578012
2018-04-06,47.0,0.008934869176605895,0.012533927429328327,0.01886256459990439,-0.0009928262466926008,0.0072235112161957585,0.010646227137016032
2018-04-06,48.0,0.00898894251207021,0.012594941082362912,0.01892962172818769,-0.0009517367040472718,0.007255424838854792,0.010722460185285628
2018-04-06,49.0,0.009040809976255526,0.012653465601955339,0.018993942972097243,-0.0009123230195861916,0.007286036489265645,0.010795583463245408
2018-04-06,50.0,0.009090603634670685,0.0127096500452528,0.01905569221214069,-0.0008744849427993195,0.007315424136795129,0.01086578313254624
2018-04-13,1.0,-0.0014095090084546018,-0.0015398578152875952,-4.561372946425388e-05,-0.00277340428744495,-0.00041032556476601565,-0.002408692452143188
2018-04-13,2.0,-0.002158070271738077,-0.0017633656943180087,0.000599279817895198,-0.004915420361371352,-0.0004602184868192931,-0.003855922056656861
2018-04-13,3.0,-0.002356371431370058,-0.0015276445699972715,0.0015189605007811216,-0.006231703363521237,-0.000285629590042258,-0.004427113272697858
2018-04-13,4.0,-0.002193196202164503,-0.001003723034981203,0.002584938166302049,-0.006971330570631056,2.784451309882814e-05,-0.004414236917427834
2018-04-13,5.0,-0.0018012197181256628,-0.00031021496862712237,0.003710931024285491,-0.007313370460536817,0.0004210555759178551,-0.004023495012169181
2018-04-13,6.0,-0.0012727913469271447,0.0004716981512583307,0.004840387150386229,-0.007385969844240519,0.0008537121394110686,-0.003399294833265358
2018-04-13,7.0,-0.0006713972342392449,0.001287426774348831,0.005937525076824117,-0.007280319545302607,0.0012988919275910824,-0.0026416863960695724
2018-04-13,8.0,-3.996695446136073e-05,0.0021011508656843076,0.00698092600890698,-0.007060859917829701,0.0017390863952945173,-0.0018190203042172386
2018-04-13,9.0,0.0005931221398151932,0.0028901931791017682,0.007958972117487344,-0.006772727837856958,0.0021633591569938946,-0.0009771148773635079
2018-04-13,10.0,0.0012097176459994676,0.0036409870200147104,0.00886661707197555,-0.006447181779976616,0.002565312669367084,-0.00014587737736814887
2018-04-13,11.0,0.0017987844032063165,0.004346199499514425,0.009703115180255295,-0.006105546373842662,0.002941640116201653,0.0006559286902109798
2018-04-13,12.0,0.00235418191555615,0.005002690134413843,0.010470437926821287,-0.005762074095708987,0.003291099929036119,0.0014172639020761809
2018-04-13,13.0,0.0028730827401950466,0.005610071663645357,0.011172181441796263,-0.005426015961406169,0.003613794640948579,0.0021323708394415143
2018-04-13,14.0,0.003354853818003343,0.006169703597452671,0.011812822903667631,-0.005103115267660944,0.0039106681318715995,0.002799039504135087
2018-04-13,15.0,0.0038002711516877015,0.0066839955187125485,0.012397223518312208,-0.004796681214936805,0.004183158956205118,0.003417383347170285
2018-04-13,16.0,0.004210973655401633,0.007155931092300657,0.01293030451709246,-0.0045083572062891925,0.00443296468004798,0.003988982630755286
2018-04-13,17.0,0.004589087877040814,0.007588748471050851,0.013416843503000474,-0.004238667748918847,0.004661884709329868,0.004516291044751759
2018-04-13,18.0,0.004936974176061358,0.007985730784312278,0.013861353588866861,-0.0039874052367441445,0.004871718219036589,0.005002230133086128
2018-04-13,19.0,0.005257058697596143,0.008350073468884493,0.014268018683851847,-0.003753901288659561,0.005064200420014934,0.005449916975177353
2018-04-13,20.0,0.005551725492101165,0.008684804680508593,0.014640666140550953,-0.003537215156348624,0.005240965199655423,0.005862485784546907
2018-04-13,21.0,0.00582325039728491,0.00899274188035462,0.014982763612735383,-0.0033362628181655626,0.005403525641290124,0.006242975153279697
2018-04-13,22.0,0.0060737635652467,0.00927647263756061,0.015297431004191463,-0.0031499038736980635,0.005553266426782353,0.006594260703711048
2018-04-13,23.0,0.006305231324510266,0.00953835124695143,0.015587461257700042,-0.0029769986086795085,0.005691443922436754,0.006919018726583779
2018-04-13,24.0,0.006519450810744331,0.009780505311325923,0.01585534576399596,-0.002816444142507299,0.005819191033471487,0.007219710588017174
2018-04-13,25.0,0.006718052771602824,0.010004848257992582,0.01610330159902842,-0.0026671960558227736,0.005937524827961821,0.007498580715243826
2018-04-13,26.0,0.006902509362309044,0.010213095052051532,0.016333298794761066,-0.002528280070142978,0.0060473555801511016,0.007757663144466987
2018-04-13,27.0,0.007074144754062976,0.010406779281625408,0.01654708653768785,-0.002398797029561899,0.006149496340063911,0.007998793168062042
2018-04-13,28.0,0.00723414708981181,0.01058727042989435,0.016746217659426816,-0.0022779234798031957,0.006244672455699686,0.008223621723923933
2018-04-13,29.0,0.007383580823422058,0.0107557905930242,0.016932071099443714,-0.002164909452599599,0.0063335306950394075,0.008433630951804709
2018-04-13,30.0,0.007523398828409156,0.01091343020806539,0.01710587222727694,-0.002059074570458631,0.006416647766076,0.008630149890742313
2018-04-13,31.0,0.007654453904306642,0.011061162561187207,0.017268711043577665,-0.001959803234964381,0.00649453813456572,0.008814369674047563
2018-04-13,32.0,0.0077775094737271636,0.011199856983377818,0.017421558359343083,-0.0018665394118887561,0.006567661105916882,0.008987357841537445
2018-04-13,33.0,0.007893249373712552,0.011330290728915282,0.01756528009755926,-0.0017787813501341544,0.006636427180130244,0.00915007156729486
2018-04-13,34.0,0.00800228671729189,0.011453159586453897,0.017700649882812846,-0.0016960764482290662,0.0067012037145045104,0.00930336972007927
2018-04-13,35.0,0.008105171846874327,0.01156908730410907,0.017828360090480114,-0.00161801639673146,0.006762319943259676,0.009448023750488978
2018-04-13,36.0,0.00820239942848116,0.011678633925985112,0.017949031523540014,-0.001544232666577697,0.006820071410077833,0.009584727446884485
2018-04-13,37.0,0.008294414750750372,0.011782303143458574,0.018063221875778725,-0.0014743923742779816,0.006874723871454413,0.00971410563004633
2018-04-13,38.0,0.008381619299276354,0.011880548763886754,0.018171433127783396,-0.0014081945292306886,0.006926516727524785,0.009836721871027921
2018-04-13,39.0,0.008464375678085298,0.0119737803947968,0.01827411800840207,-0.0013453666522314743,0.006975666033940029,0.009953085322230567
2018-04-13,40.0,0.008543011947910295,0.012062368434752689,0.01837168564039425,-0.0012856617445736618,0.0070223671442624334,0.010063656751558157
